t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3
10.54,0.0038857,12.9186,0.632737,0.593154,8.71464,19.2237,0.194751,0.558272,4.89899,5.52723,-0.800286,-0.107953,9.8207,12.4766,-0.333791,-0.080842
10.545,0.00704938,12.9216,0.632737,0.593154,8.71562,19.2264,0.194751,0.558272,4.89499,5.52669,-0.800286,-0.107953,9.81904,12.4762,-0.333791,-0.0808418
10.55,0.0102131,12.9246,0.632737,0.593154,8.71659,19.2292,0.194751,0.558272,4.89099,5.52615,-0.800286,-0.107953,9.81737,12.4758,-0.333791,-0.0808417
10.555,0.0133768,12.9275,0.632737,0.593154,8.71756,19.232,0.194751,0.558272,4.88699,5.52561,-0.800286,-0.107953,9.8157,12.4754,-0.333791,-0.0808415
10.56,0.0165404,12.9305,0.632737,0.593154,8.71854,19.2348,0.194751,0.558271,4.88299,5.52507,-0.800286,-0.107953,9.81403,12.475,-0.333791,-0.0808414
10.565,0.0197041,12.9335,0.632737,0.593154,8.71951,19.2376,0.194751,0.558271,4.87899,5.52453,-0.800286,-0.107953,9.81236,12.4746,-0.333791,-0.0808413
10.57,0.0228678,12.9364,0.632737,0.593154,8.72048,19.2404,0.194751,0.558271,4.87499,5.52399,-0.800286,-0.107953,9.81069,12.4742,-0.333791,-0.0808411
10.575,0.0260315,12.9394,0.632737,0.593154,8.72146,19.2432,0.194751,0.558271,4.87098,5.52345,-0.800286,-0.107953,9.80902,12.4738,-0.333791,-0.080841
10.58,0.0291952,12.9424,0.632737,0.593154,8.72243,19.246,0.194751,0.558271,4.86698,5.52291,-0.800286,-0.107953,9.80735,12.4734,-0.333792,-0.0808409
10.585,0.0323589,12.9453,0.632737,0.593154,8.72341,19.2488,0.194751,0.55827,4.86298,5.52237,-0.800286,-0.107953,9.80568,12.473,-0.333792,-0.0808407
10.59,0.0355226,12.9483,0.632737,0.593154,8.72438,19.2516,0.194751,0.55827,4.85898,5.52183,-0.800286,-0.107953,9.80402,12.4726,-0.333792,-0.0808406
10.595,0.0386862,12.9513,0.632737,0.593154,8.72535,19.2544,0.194751,0.55827,4.85498,5.52129,-0.800286,-0.107953,9.80235,12.4722,-0.333792,-0.0808404
10.6,0.0418499,12.9542,0.632737,0.593154,8.72633,19.2572,0.194751,0.55827,4.85098,5.52075,-0.800286,-0.107953,9.80068,12.4718,-0.333792,-0.0808403
10.605,0.0450136,12.9572,0.632737,0.593154,8.7273,19.2599,0.194751,0.55827,4.84698,5.52021,-0.800286,-0.107953,9.79901,12.4714,-0.333792,-0.0808402
10.61,0.0481773,12.9601,0.632737,0.593154,8.72827,19.2627,0.194751,0.55827,4.84297,5.51967,-0.800286,-0.107952,9.79734,12.471,-0.333792,-0.08084
10.615,0.051341,12.9631,0.632737,0.593154,8.72925,19.2655,0.194751,0.558269,4.83897,5.51913,-0.800286,-0.107952,9.79567,12.4706,-0.333792,-0.0808399
10.62,0.0545047,12.9661,0.632737,0.593154,8.73022,19.2683,0.194751,0.558269,4.83497,5.5186,-0.800286,-0.107952,9.794,12.4702,-0.333792,-0.0808398
10.625,0.0576684,12.969,0.632737,0.593154,8.7312,19.2711,0.194751,0.558269,4.83097,5.51806,-0.800286,-0.107952,9.79233,12.4697,-0.333792,-0.0808396
10.63,0.060832,12.972,0.632738,0.593154,8.73217,19.2739,0.194751,0.558269,4.82697,5.51752,-0.800286,-0.107952,9.79066,12.4693,-0.333792,-0.0808395
10.635,0.0639957,12.975,0.632738,0.593154,8.73314,19.2767,0.194751,0.558269,4.82297,5.51698,-0.800286,-0.107952,9.78899,12.4689,-0.333792,-0.0808394
10.64,0.0671594,12.9779,0.632738,0.593154,8.73412,19.2795,0.194751,0.558269,4.81897,5.51644,-0.800286,-0.107952,9.78733,12.4685,-0.333792,-0.0808392
10.645,0.0703231,12.9809,0.632738,0.593154,8.73509,19.2823,0.194751,0.558268,4.81496,5.5159,-0.800286,-0.107952,9.78566,12.4681,-0.333792,-0.0808391
10.65,0.0734868,12.9839,0.632738,0.593154,8.73606,19.2851,0.194751,0.558268,4.81096,5.51536,-0.800286,-0.107952,9.78399,12.4677,-0.333792,-0.080839
10.655,0.0766505,12.9868,0.632738,0.593154,8.73704,19.2879,0.194751,0.558268,4.80696,5.51482,-0.800286,-0.107952,9.78232,12.4673,-0.333792,-0.0808388
10.66,0.0798142,12.9898,0.632738,0.593154,8.73801,19.2906,0.194751,0.558268,4.80296,5.51428,-0.800286,-0.107952,9.78065,12.4669,-0.333792,-0.0808387
10.665,0.0829779,12.9928,0.632738,0.593154,8.73899,19.2934,0.194751,0.558268,4.79896,5.51374,-0.800286,-0.107952,9.77898,12.4665,-0.333793,-0.0808386
10.67,0.0861416,12.9957,0.632738,0.593154,8.73996,19.2962,0.194751,0.558268,4.79496,5.5132,-0.800286,-0.107952,9.77731,12.4661,-0.333793,-0.0808385
10.675,0.0893052,12.9987,0.632738,0.593154,8.74093,19.299,0.194751,0.558267,4.79096,5.51266,-0.800286,-0.107952,9.77564,12.4657,-0.333793,-0.0808383
10.68,0.0924689,13.0017,0.632738,0.593154,8.74191,19.3018,0.194751,0.558267,4.78695,5.51212,-0.800286,-0.107952,9.77397,12.4653,-0.333793,-0.0808382
10.685,0.0956326,13.0046,0.632738,0.593154,8.74288,19.3046,0.194751,0.558267,4.78295,5.51158,-0.800286,-0.107952,9.77231,12.4649,-0.333793,-0.0808381
10.69,0.0987963,13.0076,0.632738,0.593154,8.74385,19.3074,0.194751,0.558267,4.77895,5.51104,-0.800286,-0.107952,9.77064,12.4645,-0.333793,-0.0808379
10.695,0.10196,13.0106,0.632738,0.593154,8.74483,19.3102,0.194751,0.558267,4.77495,5.5105,-0.800286,-0.107952,9.76897,12.4641,-0.333793,-0.0808378
10.7,0.105124,13.0135,0.632738,0.593154,8.7458,19.313,0.194751,0.558267,4.77095,5.50996,-0.800286,-0.107952,9.7673,12.4637,-0.333793,-0.0808377
10.705,0.108287,13.0165,0.632738,0.593154,8.74678,19.3158,0.194751,0.558267,4.76695,5.50942,-0.800286,-0.107951,9.76563,12.4633,-0.333793,-0.0808376
10.71,0.111451,13.0195,0.632738,0.593154,8.74775,19.3186,0.194751,0.558266,4.76295,5.50888,-0.800286,-0.107951,9.76396,12.4629,-0.333793,-0.0808374
10.715,0.114615,13.0224,0.632738,0.593154,8.74872,19.3214,0.194751,0.558266,4.75894,5.50834,-0.800286,-0.107951,9.76229,12.4625,-0.333793,-0.0808373
10.72,0.117778,13.0254,0.632738,0.593154,8.7497,19.3241,0.194751,0.558266,4.75494,5.5078,-0.800286,-0.107951,9.76062,12.4621,-0.333793,-0.0808372
10.725,0.120942,13.0284,0.632738,0.593154,8.75067,19.3269,0.194751,0.558266,4.75094,5.50726,-0.800286,-0.107951,9.75895,12.4617,-0.333793,-0.0808371
10.73,0.124106,13.0313,0.632738,0.593154,8.75164,19.3297,0.194752,0.558266,4.74694,5.50672,-0.800286,-0.107951,9.75728,12.4613,-0.333793,-0.0808369
10.735,0.12727,13.0343,0.632738,0.593154,8.75262,19.3325,0.194752,0.558266,4.74294,5.50618,-0.800286,-0.107951,9.75562,12.4609,-0.333793,-0.0808368
10.74,0.130433,13.0373,0.632738,0.593154,8.75359,19.3353,0.194752,0.558265,4.73894,5.50564,-0.800286,-0.107951,9.75395,12.4605,-0.333793,-0.0808367
10.745,0.133597,13.0402,0.632738,0.593154,8.75457,19.3381,0.194752,0.558265,4.73494,5.5051,-0.800286,-0.107951,9.75228,12.46,-0.333793,-0.0808366
10.75,0.136761,13.0432,0.632738,0.593154,8.75554,19.3409,0.194752,0.558265,4.73093,5.50456,-0.800286,-0.107951,9.75061,12.4596,-0.333794,-0.0808364
10.755,0.139924,13.0462,0.632738,0.593154,8.75651,19.3437,0.194752,0.558265,4.72693,5.50402,-0.800286,-0.107951,9.74894,12.4592,-0.333794,-0.0808363
10.76,0.143088,13.0491,0.632738,0.593154,8.75749,19.3465,0.194752,0.558265,4.72293,5.50348,-0.800286,-0.107951,9.74727,12.4588,-0.333794,-0.0808362
10.765,0.146252,13.0521,0.632739,0.593154,8.75846,19.3493,0.194752,0.558265,4.71893,5.50294,-0.800286,-0.107951,9.7456,12.4584,-0.333794,-0.0808361
10.77,0.149415,13.0551,0.632739,0.593153,8.75943,19.3521,0.194752,0.558264,4.71493,5.5024,-0.800286,-0.107951,9.74393,12.458,-0.333794,-0.0808359
10.775,0.152579,13.058,0.632739,0.593153,8.76041,19.3548,0.194752,0.558264,4.71093,5.50186,-0.800286,-0.107951,9.74226,12.4576,-0.333794,-0.0808358
10.78,0.155743,13.061,0.632739,0.593153,8.76138,19.3576,0.194752,0.558264,4.70693,5.50132,-0.800286,-0.107951,9.74059,12.4572,-0.333794,-0.0808357
10.785,0.158906,13.064,0.632739,0.593153,8.76236,19.3604,0.194752,0.558264,4.70292,5.50078,-0.800286,-0.107951,9.73893,12.4568,-0.333794,-0.0808356
10.79,0.16207,13.0669,0.632739,0.593153,8.76333,19.3632,0.194752,0.558264,4.69892,5.50024,-0.800286,-0.107951,9.73726,12.4564,-0.333794,-0.0808355
10.795,0.165234,13.0699,0.632739,0.593153,8.7643,19.366,0.194752,0.558264,4.69492,5.4997,-0.800286,-0.10795,9.73559,12.456,-0.333794,-0.0808353
10.8,0.168398,13.0728,0.632739,0.593153,8.76528,19.3688,0.194752,0.558264,4.69092,5.49916,-0.800286,-0.10795,9.73392,12.4556,-0.333794,-0.0808352
10.805,0.171561,13.0758,0.632739,0.593153,8.76625,19.3716,0.194752,0.558263,4.68692,5.49862,-0.800286,-0.10795,9.73225,12.4552,-0.333794,-0.0808351
10.81,0.174725,13.0788,0.632739,0.593153,8.76722,19.3744,0.194752,0.558263,4.68292,5.49808,-0.800286,-0.10795,9.73058,12.4548,-0.333794,-0.080835
10.815,0.177889,13.0817,0.632739,0.593153,8.7682,19.3772,0.194752,0.558263,4.67892,5.49754,-0.800286,-0.10795,9.72891,12.4544,-0.333794,-0.0808349
10.82,0.181052,13.0847,0.632739,0.593153,8.76917,19.38,0.194752,0.558263,4.67491,5.497,-0.800286,-0.10795,9.72724,12.454,-0.333794,-0.0808347
10.825,0.184216,13.0877,0.632739,0.593153,8.77015,19.3828,0.194752,0.558263,4.67091,5.49646,-0.800286,-0.10795,9.72557,12.4536,-0.333794,-0.0808346
10.83,0.18738,13.0906,0.632739,0.593153,8.77112,19.3856,0.194752,0.558263,4.66691,5.49593,-0.800286,-0.10795,9.7239,12.4532,-0.333794,-0.0808345
10.835,0.190543,13.0936,0.632739,0.593153,8.77209,19.3883,0.194752,0.558262,4.66291,5.49539,-0.800286,-0.10795,9.72224,12.4528,-0.333795,-0.0808344
10.84,0.193707,13.0966,0.632739,0.593153,8.77307,19.3911,0.194752,0.558262,4.65891,5.49485,-0.800286,-0.10795,9.72057,12.4524,-0.333795,-0.0808343
10.845,0.196871,13.0995,0.632739,0.593153,8.77404,19.3939,0.194752,0.558262,4.65491,5.49431,-0.800286,-0.10795,9.7189,12.452,-0.333795,-0.0808341
10.85,0.200034,13.1025,0.632739,0.593153,8.77501,19.3967,0.194752,0.558262,4.65091,5.49377,-0.800286,-0.10795,9.71723,12.4516,-0.333795,-0.080834
10.855,0.203198,13.1055,0.632739,0.593153,8.77599,19.3995,0.194752,0.558262,4.6469,5.49323,-0.800286,-0.10795,9.71556,12.4512,-0.333795,-0.0808339
10.86,0.206362,13.1084,0.632739,0.593153,8.77696,19.4023,0.194752,0.558262,4.6429,5.49269,-0.800286,-0.10795,9.71389,12.4508,-0.333795,-0.0808338
10.865,0.209526,13.1114,0.632739,0.593153,8.77794,19.4051,0.194752,0.558262,4.6389,5.49215,-0.800286,-0.10795,9.71222,12.4503,-0.333795,-0.0808337
10.87,0.212689,13.1144,0.632739,0.593153,8.77891,19.4079,0.194752,0.558261,4.6349,5.49161,-0.800286,-0.10795,9.71055,12.4499,-0.333795,-0.0808336
10.875,0.215853,13.1173,0.632739,0.593153,8.77988,19.4107,0.194752,0.558261,4.6309,5.49107,-0.800286,-0.10795,9.70888,12.4495,-0.333795,-0.0808334
10.88,0.219017,13.1203,0.632739,0.593153,8.78086,19.4135,0.194752,0.558261,4.6269,5.49053,-0.800286,-0.10795,9.70722,12.4491,-0.333795,-0.0808333
10.885,0.22218,13.1233,0.632739,0.593153,8.78183,19.4163,0.194752,0.558261,4.6229,5.48999,-0.800286,-0.10795,9.70555,12.4487,-0.333795,-0.0808332
10.89,0.225344,13.1262,0.632739,0.593153,8.7828,19.419,0.194752,0.558261,4.61889,5.48945,-0.800286,-0.107949,9.70388,12.4483,-0.333795,-0.0808331
10.895,0.228508,13.1292,0.632739,0.593153,8.78378,19.4218,0.194752,0.558261,4.61489,5.48891,-0.800286,-0.107949,9.70221,12.4479,-0.333795,-0.080833
10.9,0.231671,13.1322,0.63274,0.593153,8.78475,19.4246,0.194752,0.558261,4.61089,5.48837,-0.800286,-0.107949,9.70054,12.4475,-0.333795,-0.0808329
10.905,0.234835,13.1351,0.63274,0.593153,8.78573,19.4274,0.194752,0.55826,4.60689,5.48783,-0.800286,-0.107949,9.69887,12.4471,-0.333795,-0.0808328
10.91,0.237999,13.1381,0.63274,0.593153,8.7867,19.4302,0.194752,0.55826,4.60289,5.48729,-0.800286,-0.107949,9.6972,12.4467,-0.333795,-0.0808327
10.915,0.241163,13.1411,0.63274,0.593153,8.78767,19.433,0.194752,0.55826,4.59889,5.48675,-0.800286,-0.107949,9.69553,12.4463,-0.333795,-0.0808325
10.92,0.244326,13.144,0.63274,0.593153,8.78865,19.4358,0.194752,0.55826,4.59489,5.48621,-0.800286,-0.107949,9.69386,12.4459,-0.333795,-0.0808324
10.925,0.24749,13.147,0.63274,0.593153,8.78962,19.4386,0.194752,0.55826,4.59088,5.48567,-0.800286,-0.107949,9.69219,12.4455,-0.333796,-0.0808323
10.93,0.250654,13.15,0.63274,0.593153,8.79059,19.4414,0.194752,0.55826,4.58688,5.48513,-0.800286,-0.107949,9.69053,12.4451,-0.333796,-0.0808322
10.935,0.253817,13.1529,0.63274,0.593153,8.79157,19.4442,0.194752,0.55826,4.58288,5.48459,-0.800286,-0.107949,9.68886,12.4447,-0.333796,-0.0808321
10.94,0.256981,13.1559,0.63274,0.593153,8.79254,19.447,0.194752,0.558259,4.57888,5.48405,-0.800286,-0.107949,9.68719,12.4443,-0.333796,-0.080832
10.945,0.260145,13.1589,0.63274,0.593153,8.79352,19.4498,0.194752,0.558259,4.57488,5.48351,-0.800286,-0.107949,9.68552,12.4439,-0.333796,-0.0808319
10.95,0.263308,13.1618,0.63274,0.593153,8.79449,19.4525,0.194752,0.558259,4.57088,5.48297,-0.800286,-0.107949,9.68385,12.4435,-0.333796,-0.0808318
10.955,0.266472,13.1648,0.63274,0.593153,8.79546,19.4553,0.194752,0.558259,4.56688,5.48243,-0.800286,-0.107949,9.68218,12.4431,-0.333796,-0.0808317
10.96,0.269636,13.1678,0.63274,0.593153,8.79644,19.4581,0.194752,0.558259,4.56287,5.48189,-0.800286,-0.107949,9.68051,12.4427,-0.333796,-0.0808315
10.965,0.2728,13.1707,0.63274,0.593153,8.79741,19.4609,0.194752,0.558259,4.55887,5.48135,-0.800286,-0.107949,9.67884,12.4423,-0.333796,-0.0808314
10.97,0.275963,13.1737,0.63274,0.593153,8.79838,19.4637,0.194752,0.558259,4.55487,5.48081,-0.800286,-0.107949,9.67717,12.4419,-0.333796,-0.0808313
10.975,0.279127,13.1766,0.63274,0.593153,8.79936,19.4665,0.194752,0.558258,4.55087,5.48027,-0.800286,-0.107949,9.6755,12.4415,-0.333796,-0.0808312
10.98,0.282291,13.1796,0.63274,0.593153,8.80033,19.4693,0.194752,0.558258,4.54687,5.47973,-0.800286,-0.107949,9.67384,12.4411,-0.333796,-0.0808311
10.985,0.285454,13.1826,0.63274,0.593153,8.80131,19.4721,0.194752,0.558258,4.54287,5.47919,-0.800286,-0.107948,9.67217,12.4406,-0.333796,-0.080831
10.99,0.288618,13.1855,0.63274,0.593153,8.80228,19.4749,0.194752,0.558258,4.53887,5.47865,-0.800286,-0.107948,9.6705,12.4402,-0.333796,-0.0808309
10.995,0.291782,13.1885,0.63274,0.593153,8.80325,19.4777,0.194752,0.558258,4.53486,5.47811,-0.800286,-0.107948,9.66883,12.4398,-0.333796,-0.0808308
11,0.294945,13.1915,0.63274,0.593152,8.80423,19.4805,0.194752,0.558258,4.53086,5.47757,-0.800286,-0.107948,9.66716,12.4394,-0.333796,-0.0808307
11.005,0.298109,13.1944,0.63274,0.593152,8.8052,19.4832,0.194752,0.558258,4.52686,5.47703,-0.800286,-0.107948,9.66549,12.439,-0.333796,-0.0808306
11.01,0.301273,13.1974,0.63274,0.593152,8.80617,19.486,0.194752,0.558257,4.52286,5.47649,-0.800285,-0.107948,9.66382,12.4386,-0.333796,-0.0808305
11.015,0.304437,13.2004,0.63274,0.593152,8.80715,19.4888,0.194752,0.558257,4.51886,5.47595,-0.800285,-0.107948,9.66215,12.4382,-0.333796,-0.0808304
11.02,0.3076,13.2033,0.63274,0.593152,8.80812,19.4916,0.194752,0.558257,4.51486,5.47541,-0.800285,-0.107948,9.66048,12.4378,-0.333797,-0.0808303
11.025,0.310764,13.2063,0.63274,0.593152,8.8091,19.4944,0.194752,0.558257,4.51086,5.47488,-0.800285,-0.107948,9.65881,12.4374,-0.333797,-0.0808302
11.03,0.313928,13.2093,0.632741,0.593152,8.81007,19.4972,0.194752,0.558257,4.50685,5.47434,-0.800285,-0.107948,9.65715,12.437,-0.333797,-0.08083
11.035,0.317091,13.2122,0.632741,0.593152,8.81104,19.5,0.194752,0.558257,4.50285,5.4738,-0.800285,-0.107948,9.65548,12.4366,-0.333797,-0.0808299
11.04,0.320255,13.2152,0.632741,0.593152,8.81202,19.5028,0.194752,0.558257,4.49885,5.47326,-0.800285,-0.107948,9.65381,12.4362,-0.333797,-0.0808298
11.045,0.323419,13.2182,0.632741,0.593152,8.81299,19.5056,0.194752,0.558257,4.49485,5.47272,-0.800285,-0.107948,9.65214,12.4358,-0.333797,-0.0808297
11.05,0.326582,13.2211,0.632741,0.593152,8.81397,19.5084,0.194752,0.558256,4.49085,5.47218,-0.800285,-0.107948,9.65047,12.4354,-0.333797,-0.0808296
11.055,0.329746,13.2241,0.632741,0.593152,8.81494,19.5112,0.194752,0.558256,4.48685,5.47164,-0.800285,-0.107948,9.6488,12.435,-0.333797,-0.0808295
11.06,0.33291,13.2271,0.632741,0.593152,8.81591,19.514,0.194752,0.558256,4.48285,5.4711,-0.800285,-0.107948,9.64713,12.4346,-0.333797,-0.0808294
11.065,0.336074,13.23,0.632741,0.593152,8.81689,19.5167,0.194752,0.558256,4.47884,5.47056,-0.800285,-0.107948,9.64546,12.4342,-0.333797,-0.0808293
11.07,0.339237,13.233,0.632741,0.593152,8.81786,19.5195,0.194752,0.558256,4.47484,5.47002,-0.800285,-0.107948,9.64379,12.4338,-0.333797,-0.0808292
11.075,0.342401,13.236,0.632741,0.593152,8.81883,19.5223,0.194752,0.558256,4.47084,5.46948,-0.800285,-0.107948,9.64212,12.4334,-0.333797,-0.0808291
11.08,0.345565,13.2389,0.632741,0.593152,8.81981,19.5251,0.194752,0.558256,4.46684,5.46894,-0.800285,-0.107947,9.64046,12.433,-0.333797,-0.080829
11.085,0.348728,13.2419,0.632741,0.593152,8.82078,19.5279,0.194752,0.558255,4.46284,5.4684,-0.800285,-0.107947,9.63879,12.4326,-0.333797,-0.0808289
11.09,0.351892,13.2449,0.632741,0.593152,8.82176,19.5307,0.194752,0.558255,4.45884,5.46786,-0.800285,-0.107947,9.63712,12.4322,-0.333797,-0.0808288
11.095,0.355056,13.2478,0.632741,0.593152,8.82273,19.5335,0.194752,0.558255,4.45484,5.46732,-0.800285,-0.107947,9.63545,12.4318,-0.333797,-0.0808287
11.1,0.35822,13.2508,0.632741,0.593152,8.8237,19.5363,0.194752,0.558255,4.45083,5.46678,-0.800285,-0.107947,9.63378,12.4314,-0.333797,-0.0808286
11.105,0.361383,13.2538,0.632741,0.593152,8.82468,19.5391,0.194752,0.558255,4.44683,5.46624,-0.800285,-0.107947,9.63211,12.4309,-0.333797,-0.0808285
11.11,0.364547,13.2567,0.632741,0.593152,8.82565,19.5419,0.194752,0.558255,4.44283,5.4657,-0.800285,-0.107947,9.63044,12.4305,-0.333798,-0.0808284
11.115,0.367711,13.2597,0.632741,0.593152,8.82662,19.5447,0.194752,0.558255,4.43883,5.46516,-0.800285,-0.107947,9.62877,12.4301,-0.333798,-0.0808283
11.12,0.370874,13.2627,0.632741,0.593152,8.8276,19.5474,0.194752,0.558255,4.43483,5.46462,-0.800285,-0.107947,9.6271,12.4297,-0.333798,-0.0808282
11.125,0.374038,13.2656,0.632741,0.593152,8.82857,19.5502,0.194752,0.558254,4.43083,5.46408,-0.800285,-0.107947,9.62544,12.4293,-0.333798,-0.0808281
11.13,0.377202,13.2686,0.632741,0.593152,8.82955,19.553,0.194752,0.558254,4.42683,5.46354,-0.800285,-0.107947,9.62377,12.4289,-0.333798,-0.080828
11.135,0.380365,13.2716,0.632741,0.593152,8.83052,19.5558,0.194752,0.558254,4.42282,5.463,-0.800285,-0.107947,9.6221,12.4285,-0.333798,-0.0808279
11.14,0.383529,13.2745,0.632741,0.593152,8.83149,19.5586,0.194752,0.558254,4.41882,5.46246,-0.800285,-0.107947,9.62043,12.4281,-0.333798,-0.0808278
11.145,0.386693,13.2775,0.632741,0.593152,8.83247,19.5614,0.194752,0.558254,4.41482,5.46192,-0.800285,-0.107947,9.61876,12.4277,-0.333798,-0.0808277
11.15,0.389857,13.2805,0.632741,0.593152,8.83344,19.5642,0.194752,0.558254,4.41082,5.46138,-0.800285,-0.107947,9.61709,12.4273,-0.333798,-0.0808276
11.155,0.39302,13.2834,0.632742,0.593152,8.83441,19.567,0.194752,0.558254,4.40682,5.46084,-0.800285,-0.107947,9.61542,12.4269,-0.333798,-0.0808275
11.16,0.396184,13.2864,0.632742,0.593152,8.83539,19.5698,0.194752,0.558254,4.40282,5.4603,-0.800285,-0.107947,9.61375,12.4265,-0.333798,-0.0808274
11.165,0.399348,13.2893,0.632742,0.593152,8.83636,19.5726,0.194752,0.558253,4.39882,5.45976,-0.800285,-0.107947,9.61208,12.4261,-0.333798,-0.0808273
11.17,0.402511,13.2923,0.632742,0.593152,8.83734,19.5754,0.194752,0.558253,4.39481,5.45922,-0.800285,-0.107947,9.61041,12.4257,-0.333798,-0.0808272
11.175,0.405675,13.2953,0.632742,0.593152,8.83831,19.5782,0.194752,0.558253,4.39081,5.45868,-0.800285,-0.107946,9.60875,12.4253,-0.333798,-0.0808271
11.18,0.408839,13.2982,0.632742,0.593152,8.83928,19.5809,0.194752,0.558253,4.38681,5.45814,-0.800285,-0.107946,9.60708,12.4249,-0.333798,-0.080827
11.185,0.412003,13.3012,0.632742,0.593152,8.84026,19.5837,0.194752,0.558253,4.38281,5.4576,-0.800285,-0.107946,9.60541,12.4245,-0.333798,-0.0808269
11.19,0.415166,13.3042,0.632742,0.593152,8.84123,19.5865,0.194752,0.558253,4.37881,5.45706,-0.800285,-0.107946,9.60374,12.4241,-0.333798,-0.0808268
11.195,0.41833,13.3071,0.632742,0.593152,8.8422,19.5893,0.194752,0.558253,4.37481,5.45652,-0.800285,-0.107946,9.60207,12.4237,-0.333798,-0.0808268
11.2,0.421494,13.3101,0.632742,0.593152,8.84318,19.5921,0.194752,0.558253,4.37081,5.45598,-0.800285,-0.107946,9.6004,12.4233,-0.333798,-0.0808267
11.205,0.424657,13.3131,0.632742,0.593152,8.84415,19.5949,0.194752,0.558252,4.3668,5.45544,-0.800285,-0.107946,9.59873,12.4229,-0.333799,-0.0808266
11.21,0.427821,13.316,0.632742,0.593152,8.84513,19.5977,0.194753,0.558252,4.3628,5.4549,-0.800285,-0.107946,9.59706,12.4225,-0.333799,-0.0808265
11.215,0.430985,13.319,0.632742,0.593151,8.8461,19.6005,0.194753,0.558252,4.3588,5.45437,-0.800285,-0.107946,9.59539,12.4221,-0.333799,-0.0808264
11.22,0.434148,13.322,0.632742,0.593151,8.84707,19.6033,0.194753,0.558252,4.3548,5.45383,-0.800285,-0.107946,9.59372,12.4217,-0.333799,-0.0808263
11.225,0.437312,13.3249,0.632742,0.593151,8.84805,19.6061,0.194753,0.558252,4.3508,5.45329,-0.800285,-0.107946,9.59206,12.4212,-0.333799,-0.0808262
11.23,0.440476,13.3279,0.632742,0.593151,8.84902,19.6089,0.194753,0.558252,4.3468,5.45275,-0.800285,-0.107946,9.59039,12.4208,-0.333799,-0.0808261
11.235,0.44364,13.3309,0.632742,0.593151,8.84999,19.6116,0.194753,0.558252,4.3428,5.45221,-0.800285,-0.107946,9.58872,12.4204,-0.333799,-0.080826
11.24,0.446803,13.3338,0.632742,0.593151,8.85097,19.6144,0.194753,0.558252,4.33879,5.45167,-0.800285,-0.107946,9.58705,12.42,-0.333799,-0.0808259
11.245,0.449967,13.3368,0.632742,0.593151,8.85194,19.6172,0.194753,0.558251,4.33479,5.45113,-0.800285,-0.107946,9.58538,12.4196,-0.333799,-0.0808258
11.25,0.453131,13.3398,0.632742,0.593151,8.85292,19.62,0.194753,0.558251,4.33079,5.45059,-0.800285,-0.107946,9.58371,12.4192,-0.333799,-0.0808257
11.255,0.456294,13.3427,0.632742,0.593151,8.85389,19.6228,0.194753,0.558251,4.32679,5.45005,-0.800285,-0.107946,9.58204,12.4188,-0.333799,-0.0808256
11.26,0.459458,13.3457,0.632742,0.593151,8.85486,19.6256,0.194753,0.558251,4.32279,5.44951,-0.800285,-0.107946,9.58037,12.4184,-0.333799,-0.0808255
11.265,0.462622,13.3487,0.632742,0.593151,8.85584,19.6284,0.194753,0.558251,4.31879,5.44897,-0.800285,-0.107946,9.5787,12.418,-0.333799,-0.0808254
11.27,0.465786,13.3516,0.632742,0.593151,8.85681,19.6312,0.194753,0.558251,4.31479,5.44843,-0.800285,-0.107945,9.57703,12.4176,-0.333799,-0.0808254
11.275,0.468949,13.3546,0.632743,0.593151,8.85778,19.634,0.194753,0.558251,4.31078,5.44789,-0.800285,-0.107945,9.57537,12.4172,-0.333799,-0.0808253
11.28,0.472113,13.3576,0.632743,0.593151,8.85876,19.6368,0.194753,0.558251,4.30678,5.44735,-0.800285,-0.107945,9.5737,12.4168,-0.333799,-0.0808252
11.285,0.475277,13.3605,0.632743,0.593151,8.85973,19.6396,0.194753,0.55825,4.30278,5.44681,-0.800285,-0.107945,9.57203,12.4164,-0.333799,-0.0808251
11.29,0.47844,13.3635,0.632743,0.593151,8.86071,19.6423,0.194753,0.55825,4.29878,5.44627,-0.800285,-0.107945,9.57036,12.416,-0.333799,-0.080825
11.295,0.481604,13.3665,0.632743,0.593151,8.86168,19.6451,0.194753,0.55825,4.29478,5.44573,-0.800285,-0.107945,9.56869,12.4156,-0.333799,-0.0808249
11.3,0.484768,13.3694,0.632743,0.593151,8.86265,19.6479,0.194753,0.55825,4.29078,5.44519,-0.800285,-0.107945,9.56702,12.4152,-0.3338,-0.0808248
11.305,0.487932,13.3724,0.632743,0.593151,8.86363,19.6507,0.194753,0.55825,4.28678,5.44465,-0.800285,-0.107945,9.56535,12.4148,-0.3338,-0.0808247
11.31,0.491095,13.3754,0.632743,0.593151,8.8646,19.6535,0.194753,0.55825,4.28277,5.44411,-0.800285,-0.107945,9.56368,12.4144,-0.3338,-0.0808246
11.315,0.494259,13.3783,0.632743,0.593151,8.86557,19.6563,0.194753,0.55825,4.27877,5.44357,-0.800285,-0.107945,9.56201,12.414,-0.3338,-0.0808245
11.32,0.497423,13.3813,0.632743,0.593151,8.86655,19.6591,0.194753,0.55825,4.27477,5.44303,-0.800285,-0.107945,9.56034,12.4136,-0.3338,-0.0808245
