t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3
1.955,5.42899,7.82623,-0.633025,0.593158,7.04546,14.4268,0.193835,0.559282,11.7691,6.45496,-0.80014,-0.108242,12.683,13.1739,-0.332733,-0.0815668
1.96,5.42583,7.82919,-0.633025,0.593159,7.04643,14.4296,0.193836,0.559282,11.7651,6.45442,-0.80014,-0.108242,12.6813,13.1735,-0.332734,-0.0815669
1.965,5.42266,7.83216,-0.633024,0.593159,7.0474,14.4324,0.193836,0.559281,11.7611,6.45388,-0.80014,-0.108242,12.6797,13.1731,-0.332734,-0.0815669
1.97,5.4195,7.83512,-0.633024,0.593159,7.04837,14.4352,0.193837,0.559281,11.7571,6.45334,-0.800141,-0.108242,12.678,13.1727,-0.332735,-0.081567
1.975,5.41633,7.83809,-0.633024,0.593159,7.04934,14.438,0.193837,0.559281,11.7531,6.4528,-0.800141,-0.108241,12.6764,13.1723,-0.332736,-0.0815671
1.98,5.41317,7.84105,-0.633023,0.593159,7.05031,14.4408,0.193838,0.55928,11.7491,6.45225,-0.800141,-0.108241,12.6747,13.1719,-0.332736,-0.0815671
1.985,5.41,7.84402,-0.633023,0.593159,7.05128,14.4436,0.193838,0.55928,11.7451,6.45171,-0.800141,-0.108241,12.673,13.1715,-0.332737,-0.0815672
1.99,5.40684,7.84699,-0.633023,0.593159,7.05225,14.4464,0.193839,0.55928,11.7411,6.45117,-0.800141,-0.108241,12.6714,13.1711,-0.332737,-0.0815673
1.995,5.40367,7.84995,-0.633022,0.59316,7.05322,14.4492,0.193839,0.559279,11.7371,6.45063,-0.800142,-0.10824,12.6697,13.1707,-0.332738,-0.0815674
2,5.40051,7.85292,-0.633022,0.59316,7.05419,14.452,0.19384,0.559279,11.7331,6.45009,-0.800142,-0.10824,12.668,13.1703,-0.332739,-0.0815674
2.005,5.39734,7.85588,-0.633022,0.59316,7.05516,14.4548,0.19384,0.559279,11.7291,6.44955,-0.800142,-0.10824,12.6664,13.1698,-0.332739,-0.0815675
2.01,5.39418,7.85885,-0.633022,0.59316,7.05612,14.4576,0.193841,0.559278,11.7251,6.44901,-0.800142,-0.10824,12.6647,13.1694,-0.33274,-0.0815676
2.015,5.39101,7.86182,-0.633021,0.59316,7.05709,14.4604,0.193841,0.559278,11.7211,6.44847,-0.800143,-0.108239,12.663,13.169,-0.33274,-0.0815676
2.02,5.38785,7.86478,-0.633021,0.59316,7.05806,14.4632,0.193842,0.559278,11.7171,6.44793,-0.800143,-0.108239,12.6614,13.1686,-0.332741,-0.0815677
2.025,5.38468,7.86775,-0.633021,0.59316,7.05903,14.466,0.193842,0.559277,11.7131,6.44738,-0.800143,-0.108239,12.6597,13.1682,-0.332742,-0.0815677
2.03,5.38152,7.87071,-0.63302,0.59316,7.06,14.4688,0.193843,0.559277,11.7091,6.44684,-0.800143,-0.108239,12.6581,13.1678,-0.332742,-0.0815678
2.035,5.37835,7.87368,-0.63302,0.593161,7.06097,14.4716,0.193843,0.559277,11.7051,6.4463,-0.800143,-0.108238,12.6564,13.1674,-0.332743,-0.0815679
2.04,5.37519,7.87664,-0.63302,0.593161,7.06194,14.4744,0.193844,0.559277,11.7011,6.44576,-0.800144,-0.108238,12.6547,13.167,-0.332744,-0.0815679
2.045,5.37202,7.87961,-0.633019,0.593161,7.06291,14.4772,0.193844,0.559276,11.6971,6.44522,-0.800144,-0.108238,12.6531,13.1666,-0.332744,-0.081568
2.05,5.36886,7.88258,-0.633019,0.593161,7.06388,14.48,0.193845,0.559276,11.6931,6.44468,-0.800144,-0.108238,12.6514,13.1662,-0.332745,-0.0815681
2.055,5.36569,7.88554,-0.633019,0.593161,7.06485,14.4828,0.193846,0.559276,11.6891,6.44414,-0.800144,-0.108237,12.6497,13.1658,-0.332745,-0.0815681
2.06,5.36253,7.88851,-0.633018,0.593161,7.06582,14.4856,0.193846,0.559275,11.6851,6.4436,-0.800145,-0.108237,12.6481,13.1654,-0.332746,-0.0815682
2.065,5.35936,7.89147,-0.633018,0.593161,7.06679,14.4884,0.193847,0.559275,11.6811,6.44305,-0.800145,-0.108237,12.6464,13.165,-0.332747,-0.0815682
2.07,5.3562,7.89444,-0.633018,0.593162,7.06776,14.4912,0.193847,0.559275,11.6771,6.44251,-0.800145,-0.108237,12.6447,13.1645,-0.332747,-0.0815683
2.075,5.35303,7.89741,-0.633018,0.593162,7.06872,14.4939,0.193848,0.559274,11.6731,6.44197,-0.800145,-0.108236,12.6431,13.1641,-0.332748,-0.0815683
2.08,5.34987,7.90037,-0.633017,0.593162,7.06969,14.4967,0.193848,0.559274,11.6691,6.44143,-0.800146,-0.108236,12.6414,13.1637,-0.332748,-0.0815684
2.085,5.3467,7.90334,-0.633017,0.593162,7.07066,14.4995,0.193849,0.559274,11.6651,6.44089,-0.800146,-0.108236,12.6398,13.1633,-0.332749,-0.0815684
2.09,5.34354,7.9063,-0.633017,0.593162,7.07163,14.5023,0.193849,0.559273,11.6611,6.44035,-0.800146,-0.108236,12.6381,13.1629,-0.33275,-0.0815685
2.095,5.34037,7.90927,-0.633016,0.593162,7.0726,14.5051,0.19385,0.559273,11.6571,6.43981,-0.800146,-0.108235,12.6364,13.1625,-0.33275,-0.0815686
2.1,5.33721,7.91223,-0.633016,0.593162,7.07357,14.5079,0.19385,0.559273,11.6531,6.43927,-0.800146,-0.108235,12.6348,13.1621,-0.332751,-0.0815686
2.105,5.33404,7.9152,-0.633016,0.593162,7.07454,14.5107,0.193851,0.559272,11.6491,6.43872,-0.800147,-0.108235,12.6331,13.1617,-0.332752,-0.0815687
2.11,5.33088,7.91817,-0.633015,0.593163,7.07551,14.5135,0.193851,0.559272,11.6451,6.43818,-0.800147,-0.108235,12.6314,13.1613,-0.332752,-0.0815687
2.115,5.32771,7.92113,-0.633015,0.593163,7.07648,14.5163,0.193852,0.559272,11.6411,6.43764,-0.800147,-0.108234,12.6298,13.1609,-0.332753,-0.0815688
2.12,5.32455,7.9241,-0.633015,0.593163,7.07745,14.5191,0.193853,0.559271,11.6371,6.4371,-0.800147,-0.108234,12.6281,13.1605,-0.332753,-0.0815688
2.125,5.32138,7.92706,-0.633014,0.593163,7.07842,14.5219,0.193853,0.559271,11.6331,6.43656,-0.800148,-0.108234,12.6264,13.1601,-0.332754,-0.0815689
2.13,5.31822,7.93003,-0.633014,0.593163,7.07939,14.5247,0.193854,0.559271,11.6291,6.43602,-0.800148,-0.108234,12.6248,13.1597,-0.332755,-0.0815689
2.135,5.31505,7.93299,-0.633014,0.593163,7.08036,14.5275,0.193854,0.55927,11.6251,6.43548,-0.800148,-0.108233,12.6231,13.1592,-0.332755,-0.081569
2.14,5.31189,7.93596,-0.633014,0.593163,7.08132,14.5303,0.193855,0.55927,11.6211,6.43494,-0.800148,-0.108233,12.6215,13.1588,-0.332756,-0.081569
2.145,5.30872,7.93893,-0.633013,0.593163,7.08229,14.5331,0.193855,0.55927,11.6171,6.4344,-0.800148,-0.108233,12.6198,13.1584,-0.332757,-0.081569
2.15,5.30556,7.94189,-0.633013,0.593164,7.08326,14.5359,0.193856,0.559269,11.6131,6.43385,-0.800149,-0.108233,12.6181,13.158,-0.332757,-0.0815691
2.155,5.30239,7.94486,-0.633013,0.593164,7.08423,14.5387,0.193856,0.559269,11.6091,6.43331,-0.800149,-0.108232,12.6165,13.1576,-0.332758,-0.0815691
2.16,5.29923,7.94782,-0.633012,0.593164,7.0852,14.5415,0.193857,0.559269,11.6051,6.43277,-0.800149,-0.108232,12.6148,13.1572,-0.332759,-0.0815692
2.165,5.29606,7.95079,-0.633012,0.593164,7.08617,14.5443,0.193858,0.559268,11.6011,6.43223,-0.800149,-0.108232,12.6131,13.1568,-0.332759,-0.0815692
2.17,5.2929,7.95376,-0.633012,0.593164,7.08714,14.5471,0.193858,0.559268,11.5971,6.43169,-0.80015,-0.108232,12.6115,13.1564,-0.33276,-0.0815693
2.175,5.28973,7.95672,-0.633011,0.593164,7.08811,14.5499,0.193859,0.559268,11.5931,6.43115,-0.80015,-0.108231,12.6098,13.156,-0.332761,-0.0815693
2.18,5.28657,7.95969,-0.633011,0.593164,7.08908,14.5527,0.193859,0.559267,11.5891,6.43061,-0.80015,-0.108231,12.6081,13.1556,-0.332761,-0.0815693
2.185,5.2834,7.96265,-0.633011,0.593164,7.09005,14.5555,0.19386,0.559267,11.5851,6.43007,-0.80015,-0.108231,12.6065,13.1552,-0.332762,-0.0815694
2.19,5.28023,7.96562,-0.63301,0.593165,7.09102,14.5583,0.19386,0.559267,11.5811,6.42953,-0.80015,-0.108231,12.6048,13.1548,-0.332762,-0.0815694
2.195,5.27707,7.96858,-0.63301,0.593165,7.09199,14.5611,0.193861,0.559266,11.5771,6.42898,-0.800151,-0.10823,12.6032,13.1543,-0.332763,-0.0815695
2.2,5.2739,7.97155,-0.63301,0.593165,7.09296,14.5639,0.193862,0.559266,11.5731,6.42844,-0.800151,-0.10823,12.6015,13.1539,-0.332764,-0.0815695
2.205,5.27074,7.97452,-0.63301,0.593165,7.09393,14.5667,0.193862,0.559266,11.5691,6.4279,-0.800151,-0.10823,12.5998,13.1535,-0.332764,-0.0815695
2.21,5.26757,7.97748,-0.633009,0.593165,7.09489,14.5694,0.193863,0.559265,11.5651,6.42736,-0.800151,-0.108229,12.5982,13.1531,-0.332765,-0.0815696
2.215,5.26441,7.98045,-0.633009,0.593165,7.09586,14.5722,0.193863,0.559265,11.5611,6.42682,-0.800152,-0.108229,12.5965,13.1527,-0.332766,-0.0815696
2.22,5.26124,7.98341,-0.633009,0.593165,7.09683,14.575,0.193864,0.559265,11.5571,6.42628,-0.800152,-0.108229,12.5948,13.1523,-0.332766,-0.0815696
2.225,5.25808,7.98638,-0.633008,0.593165,7.0978,14.5778,0.193864,0.559264,11.5531,6.42574,-0.800152,-0.108229,12.5932,13.1519,-0.332767,-0.0815697
2.23,5.25491,7.98935,-0.633008,0.593165,7.09877,14.5806,0.193865,0.559264,11.5491,6.4252,-0.800152,-0.108228,12.5915,13.1515,-0.332768,-0.0815697
2.235,5.25175,7.99231,-0.633008,0.593166,7.09974,14.5834,0.193866,0.559264,11.5451,6.42465,-0.800152,-0.108228,12.5898,13.1511,-0.332768,-0.0815697
2.24,5.24858,7.99528,-0.633007,0.593166,7.10071,14.5862,0.193866,0.559263,11.5411,6.42411,-0.800153,-0.108228,12.5882,13.1507,-0.332769,-0.0815697
2.245,5.24542,7.99824,-0.633007,0.593166,7.10168,14.589,0.193867,0.559263,11.5371,6.42357,-0.800153,-0.108228,12.5865,13.1503,-0.33277,-0.0815698
2.25,5.24225,8.00121,-0.633007,0.593166,7.10265,14.5918,0.193867,0.559263,11.5331,6.42303,-0.800153,-0.108227,12.5848,13.1499,-0.33277,-0.0815698
2.255,5.23909,8.00417,-0.633006,0.593166,7.10362,14.5946,0.193868,0.559262,11.5291,6.42249,-0.800153,-0.108227,12.5832,13.1495,-0.332771,-0.0815698
2.26,5.23592,8.00714,-0.633006,0.593166,7.10459,14.5974,0.193868,0.559262,11.5251,6.42195,-0.800154,-0.108227,12.5815,13.149,-0.332772,-0.0815699
2.265,5.23276,8.01011,-0.633006,0.593166,7.10556,14.6002,0.193869,0.559262,11.5211,6.42141,-0.800154,-0.108227,12.5799,13.1486,-0.332772,-0.0815699
2.27,5.22959,8.01307,-0.633006,0.593166,7.10653,14.603,0.19387,0.559261,11.5171,6.42087,-0.800154,-0.108226,12.5782,13.1482,-0.332773,-0.0815699
2.275,5.22643,8.01604,-0.633005,0.593167,7.1075,14.6058,0.19387,0.559261,11.5131,6.42033,-0.800154,-0.108226,12.5765,13.1478,-0.332774,-0.0815699
2.28,5.22326,8.019,-0.633005,0.593167,7.10847,14.6086,0.193871,0.55926,11.5091,6.41978,-0.800155,-0.108226,12.5749,13.1474,-0.332774,-0.0815699
2.285,5.2201,8.02197,-0.633005,0.593167,7.10944,14.6114,0.193871,0.55926,11.5051,6.41924,-0.800155,-0.108226,12.5732,13.147,-0.332775,-0.08157
2.29,5.21693,8.02494,-0.633004,0.593167,7.1104,14.6142,0.193872,0.55926,11.5011,6.4187,-0.800155,-0.108225,12.5715,13.1466,-0.332776,-0.08157
2.295,5.21377,8.0279,-0.633004,0.593167,7.11137,14.617,0.193873,0.559259,11.4971,6.41816,-0.800155,-0.108225,12.5699,13.1462,-0.332776,-0.08157
2.3,5.2106,8.03087,-0.633004,0.593167,7.11234,14.6198,0.193873,0.559259,11.4931,6.41762,-0.800155,-0.108225,12.5682,13.1458,-0.332777,-0.08157
2.305,5.20744,8.03383,-0.633003,0.593167,7.11331,14.6226,0.193874,0.559259,11.4891,6.41708,-0.800156,-0.108225,12.5665,13.1454,-0.332778,-0.08157
2.31,5.20427,8.0368,-0.633003,0.593167,7.11428,14.6254,0.193874,0.559258,11.4851,6.41654,-0.800156,-0.108224,12.5649,13.145,-0.332778,-0.0815701
2.315,5.20111,8.03976,-0.633003,0.593167,7.11525,14.6282,0.193875,0.559258,11.4811,6.416,-0.800156,-0.108224,12.5632,13.1446,-0.332779,-0.0815701
2.32,5.19794,8.04273,-0.633002,0.593168,7.11622,14.631,0.193876,0.559258,11.4771,6.41546,-0.800156,-0.108224,12.5616,13.1442,-0.33278,-0.0815701
2.325,5.19478,8.0457,-0.633002,0.593168,7.11719,14.6338,0.193876,0.559257,11.4731,6.41491,-0.800157,-0.108224,12.5599,13.1437,-0.33278,-0.0815701
2.33,5.19161,8.04866,-0.633002,0.593168,7.11816,14.6366,0.193877,0.559257,11.4691,6.41437,-0.800157,-0.108223,12.5582,13.1433,-0.332781,-0.0815701
2.335,5.18845,8.05163,-0.633002,0.593168,7.11913,14.6394,0.193877,0.559257,11.4651,6.41383,-0.800157,-0.108223,12.5566,13.1429,-0.332782,-0.0815701
2.34,5.18528,8.05459,-0.633001,0.593168,7.1201,14.6422,0.193878,0.559256,11.4611,6.41329,-0.800157,-0.108223,12.5549,13.1425,-0.332783,-0.0815702
2.345,5.18212,8.05756,-0.633001,0.593168,7.12107,14.6449,0.193879,0.559256,11.4571,6.41275,-0.800157,-0.108223,12.5532,13.1421,-0.332783,-0.0815702
2.35,5.17895,8.06053,-0.633001,0.593168,7.12204,14.6477,0.193879,0.559256,11.4531,6.41221,-0.800158,-0.108222,12.5516,13.1417,-0.332784,-0.0815702
2.355,5.17579,8.06349,-0.633,0.593168,7.12301,14.6505,0.19388,0.559255,11.4491,6.41167,-0.800158,-0.108222,12.5499,13.1413,-0.332785,-0.0815702
2.36,5.17262,8.06646,-0.633,0.593168,7.12398,14.6533,0.19388,0.559255,11.4451,6.41113,-0.800158,-0.108222,12.5482,13.1409,-0.332785,-0.0815702
2.365,5.16946,8.06942,-0.633,0.593169,7.12495,14.6561,0.193881,0.559255,11.4411,6.41059,-0.800158,-0.108222,12.5466,13.1405,-0.332786,-0.0815702
2.37,5.16629,8.07239,-0.632999,0.593169,7.12591,14.6589,0.193882,0.559254,11.4371,6.41004,-0.800158,-0.108221,12.5449,13.1401,-0.332787,-0.0815702
2.375,5.16313,8.07535,-0.632999,0.593169,7.12688,14.6617,0.193882,0.559254,11.4331,6.4095,-0.800159,-0.108221,12.5433,13.1397,-0.332787,-0.0815702
2.38,5.15996,8.07832,-0.632999,0.593169,7.12785,14.6645,0.193883,0.559253,11.4291,6.40896,-0.800159,-0.108221,12.5416,13.1393,-0.332788,-0.0815702
2.385,5.1568,8.08129,-0.632998,0.593169,7.12882,14.6673,0.193883,0.559253,11.4251,6.40842,-0.800159,-0.108221,12.5399,13.1388,-0.332789,-0.0815702
2.39,5.15363,8.08425,-0.632998,0.593169,7.12979,14.6701,0.193884,0.559253,11.4211,6.40788,-0.800159,-0.10822,12.5383,13.1384,-0.332789,-0.0815702
2.395,5.15047,8.08722,-0.632998,0.593169,7.13076,14.6729,0.193885,0.559252,11.4171,6.40734,-0.80016,-0.10822,12.5366,13.138,-0.33279,-0.0815702
2.4,5.1473,8.09018,-0.632998,0.593169,7.13173,14.6757,0.193885,0.559252,11.4131,6.4068,-0.80016,-0.10822,12.5349,13.1376,-0.332791,-0.0815702
2.405,5.14414,8.09315,-0.632997,0.593169,7.1327,14.6785,0.193886,0.559252,11.4091,6.40626,-0.80016,-0.10822,12.5333,13.1372,-0.332792,-0.0815702
2.41,5.14097,8.09612,-0.632997,0.59317,7.13367,14.6813,0.193886,0.559251,11.4051,6.40572,-0.80016,-0.108219,12.5316,13.1368,-0.332792,-0.0815702
2.415,5.13781,8.09908,-0.632997,0.59317,7.13464,14.6841,0.193887,0.559251,11.4011,6.40517,-0.80016,-0.108219,12.5299,13.1364,-0.332793,-0.0815702
2.42,5.13464,8.10205,-0.632996,0.59317,7.13561,14.6869,0.193888,0.559251,11.3971,6.40463,-0.800161,-0.108219,12.5283,13.136,-0.332794,-0.0815702
2.425,5.13148,8.10501,-0.632996,0.59317,7.13658,14.6897,0.193888,0.55925,11.3931,6.40409,-0.800161,-0.108219,12.5266,13.1356,-0.332794,-0.0815702
2.43,5.12831,8.10798,-0.632996,0.59317,7.13755,14.6925,0.193889,0.55925,11.3891,6.40355,-0.800161,-0.108218,12.5249,13.1352,-0.332795,-0.0815702
2.435,5.12515,8.11094,-0.632995,0.59317,7.13852,14.6953,0.19389,0.559249,11.3851,6.40301,-0.800161,-0.108218,12.5233,13.1348,-0.332796,-0.0815702
2.44,5.12198,8.11391,-0.632995,0.59317,7.13949,14.6981,0.19389,0.559249,11.3811,6.40247,-0.800162,-0.108218,12.5216,13.1344,-0.332797,-0.0815702
2.445,5.11882,8.11688,-0.632995,0.59317,7.14046,14.7009,0.193891,0.559249,11.3771,6.40193,-0.800162,-0.108218,12.52,13.134,-0.332797,-0.0815702
2.45,5.11565,8.11984,-0.632994,0.59317,7.14143,14.7037,0.193891,0.559248,11.3731,6.40139,-0.800162,-0.108217,12.5183,13.1335,-0.332798,-0.0815702
2.455,5.11249,8.12281,-0.632994,0.593171,7.14239,14.7065,0.193892,0.559248,11.3691,6.40085,-0.800162,-0.108217,12.5166,13.1331,-0.332799,-0.0815702
2.46,5.10932,8.12577,-0.632994,0.593171,7.14336,14.7093,0.193893,0.559248,11.3651,6.4003,-0.800162,-0.108217,12.515,13.1327,-0.332799,-0.0815702
2.465,5.10616,8.12874,-0.632994,0.593171,7.14433,14.7121,0.193893,0.559247,11.3611,6.39976,-0.800163,-0.108217,12.5133,13.1323,-0.3328,-0.0815702
2.47,5.10299,8.13171,-0.632993,0.593171,7.1453,14.7149,0.193894,0.559247,11.3571,6.39922,-0.800163,-0.108216,12.5116,13.1319,-0.332801,-0.0815701
2.475,5.09983,8.13467,-0.632993,0.593171,7.14627,14.7177,0.193895,0.559247,11.3531,6.39868,-0.800163,-0.108216,12.51,13.1315,-0.332802,-0.0815701
2.48,5.09666,8.13764,-0.632993,0.593171,7.14724,14.7204,0.193895,0.559246,11.3491,6.39814,-0.800163,-0.108216,12.5083,13.1311,-0.332802,-0.0815701
2.485,5.0935,8.1406,-0.632992,0.593171,7.14821,14.7232,0.193896,0.559246,11.3451,6.3976,-0.800164,-0.108216,12.5066,13.1307,-0.332803,-0.0815701
2.49,5.09033,8.14357,-0.632992,0.593171,7.14918,14.726,0.193896,0.559245,11.3411,6.39706,-0.800164,-0.108215,12.505,13.1303,-0.332804,-0.0815701
2.495,5.08717,8.14654,-0.632992,0.593171,7.15015,14.7288,0.193897,0.559245,11.3371,6.39652,-0.800164,-0.108215,12.5033,13.1299,-0.332805,-0.0815701
2.5,5.084,8.1495,-0.632991,0.593171,7.15112,14.7316,0.193898,0.559245,11.3331,6.39598,-0.800164,-0.108215,12.5017,13.1295,-0.332805,-0.08157
2.505,5.08084,8.15247,-0.632991,0.593172,7.15209,14.7344,0.193898,0.559244,11.3291,6.39544,-0.800164,-0.108215,12.5,13.1291,-0.332806,-0.08157
2.51,5.07767,8.15543,-0.632991,0.593172,7.15306,14.7372,0.193899,0.559244,11.3251,6.39489,-0.800165,-0.108214,12.4983,13.1287,-0.332807,-0.08157
2.515,5.07451,8.1584,-0.63299,0.593172,7.15403,14.74,0.1939,0.559244,11.3211,6.39435,-0.800165,-0.108214,12.4967,13.1282,-0.332807,-0.08157
2.52,5.07134,8.16136,-0.63299,0.593172,7.155,14.7428,0.1939,0.559243,11.3171,6.39381,-0.800165,-0.108214,12.495,13.1278,-0.332808,-0.08157
2.525,5.06818,8.16433,-0.63299,0.593172,7.15597,14.7456,0.193901,0.559243,11.3131,6.39327,-0.800165,-0.108214,12.4933,13.1274,-0.332809,-0.0815699
2.53,5.06501,8.1673,-0.63299,0.593172,7.15694,14.7484,0.193902,0.559242,11.3091,6.39273,-0.800165,-0.108213,12.4917,13.127,-0.33281,-0.0815699
2.535,5.06185,8.17026,-0.632989,0.593172,7.15791,14.7512,0.193902,0.559242,11.3051,6.39219,-0.800166,-0.108213,12.49,13.1266,-0.33281,-0.0815699
2.54,5.05869,8.17323,-0.632989,0.593172,7.15888,14.754,0.193903,0.559242,11.3011,6.39165,-0.800166,-0.108213,12.4883,13.1262,-0.332811,-0.0815699
2.545,5.05552,8.17619,-0.632989,0.593172,7.15985,14.7568,0.193904,0.559241,11.2971,6.39111,-0.800166,-0.108213,12.4867,13.1258,-0.332812,-0.0815698
2.55,5.05236,8.17916,-0.632988,0.593172,7.16082,14.7596,0.193904,0.559241,11.2931,6.39057,-0.800166,-0.108212,12.485,13.1254,-0.332813,-0.0815698
2.555,5.04919,8.18213,-0.632988,0.593173,7.16178,14.7624,0.193905,0.55924,11.2891,6.39002,-0.800167,-0.108212,12.4833,13.125,-0.332813,-0.0815698
2.56,5.04603,8.18509,-0.632988,0.593173,7.16275,14.7652,0.193905,0.55924,11.2851,6.38948,-0.800167,-0.108212,12.4817,13.1246,-0.332814,-0.0815698
2.565,5.04286,8.18806,-0.632987,0.593173,7.16372,14.768,0.193906,0.55924,11.2811,6.38894,-0.800167,-0.108211,12.48,13.1242,-0.332815,-0.0815697
2.57,5.0397,8.19102,-0.632987,0.593173,7.16469,14.7708,0.193907,0.559239,11.2771,6.3884,-0.800167,-0.108211,12.4784,13.1238,-0.332816,-0.0815697
2.575,5.03653,8.19399,-0.632987,0.593173,7.16566,14.7736,0.193907,0.559239,11.2731,6.38786,-0.800167,-0.108211,12.4767,13.1234,-0.332816,-0.0815697
2.58,5.03337,8.19695,-0.632986,0.593173,7.16663,14.7764,0.193908,0.559239,11.2691,6.38732,-0.800168,-0.108211,12.475,13.1229,-0.332817,-0.0815696
2.585,5.0302,8.19992,-0.632986,0.593173,7.1676,14.7792,0.193909,0.559238,11.2651,6.38678,-0.800168,-0.10821,12.4734,13.1225,-0.332818,-0.0815696
2.59,5.02704,8.20289,-0.632986,0.593173,7.16857,14.782,0.193909,0.559238,11.2611,6.38624,-0.800168,-0.10821,12.4717,13.1221,-0.332819,-0.0815696
2.595,5.02387,8.20585,-0.632986,0.593173,7.16954,14.7848,0.19391,0.559237,11.257,6.3857,-0.800168,-0.10821,12.47,13.1217,-0.332819,-0.0815695
2.6,5.02071,8.20882,-0.632985,0.593173,7.17051,14.7876,0.193911,0.559237,11.253,6.38515,-0.800169,-0.10821,12.4684,13.1213,-0.33282,-0.0815695
2.605,5.01754,8.21178,-0.632985,0.593174,7.17148,14.7904,0.193911,0.559237,11.249,6.38461,-0.800169,-0.108209,12.4667,13.1209,-0.332821,-0.0815694
2.61,5.01438,8.21475,-0.632985,0.593174,7.17245,14.7931,0.193912,0.559236,11.245,6.38407,-0.800169,-0.108209,12.465,13.1205,-0.332822,-0.0815694
2.615,5.01121,8.21772,-0.632984,0.593174,7.17342,14.7959,0.193913,0.559236,11.241,6.38353,-0.800169,-0.108209,12.4634,13.1201,-0.332822,-0.0815694
2.62,5.00805,8.22068,-0.632984,0.593174,7.17439,14.7987,0.193913,0.559235,11.237,6.38299,-0.800169,-0.108209,12.4617,13.1197,-0.332823,-0.0815693
2.625,5.00488,8.22365,-0.632984,0.593174,7.17536,14.8015,0.193914,0.559235,11.233,6.38245,-0.80017,-0.108208,12.4601,13.1193,-0.332824,-0.0815693
2.63,5.00172,8.22661,-0.632983,0.593174,7.17633,14.8043,0.193915,0.559235,11.229,6.38191,-0.80017,-0.108208,12.4584,13.1189,-0.332825,-0.0815692
2.635,4.99855,8.22958,-0.632983,0.593174,7.1773,14.8071,0.193915,0.559234,11.225,6.38137,-0.80017,-0.108208,12.4567,13.1185,-0.332825,-0.0815692
2.64,4.99539,8.23255,-0.632983,0.593174,7.17827,14.8099,0.193916,0.559234,11.221,6.38083,-0.80017,-0.108208,12.4551,13.118,-0.332826,-0.0815691
2.645,4.99222,8.23551,-0.632982,0.593174,7.17924,14.8127,0.193917,0.559233,11.217,6.38029,-0.80017,-0.108207,12.4534,13.1176,-0.332827,-0.0815691
2.65,4.98906,8.23848,-0.632982,0.593174,7.18021,14.8155,0.193917,0.559233,11.213,6.37974,-0.800171,-0.108207,12.4517,13.1172,-0.332828,-0.081569
2.655,4.98589,8.24144,-0.632982,0.593174,7.18118,14.8183,0.193918,0.559233,11.209,6.3792,-0.800171,-0.108207,12.4501,13.1168,-0.332828,-0.081569
2.66,4.98273,8.24441,-0.632982,0.593175,7.18215,14.8211,0.193919,0.559232,11.205,6.37866,-0.800171,-0.108207,12.4484,13.1164,-0.332829,-0.0815689
2.665,4.97956,8.24737,-0.632981,0.593175,7.18312,14.8239,0.193919,0.559232,11.201,6.37812,-0.800171,-0.108206,12.4467,13.116,-0.33283,-0.0815689
2.67,4.9764,8.25034,-0.632981,0.593175,7.18408,14.8267,0.19392,0.559232,11.197,6.37758,-0.800172,-0.108206,12.4451,13.1156,-0.332831,-0.0815688
2.675,4.97323,8.25331,-0.632981,0.593175,7.18505,14.8295,0.193921,0.559231,11.193,6.37704,-0.800172,-0.108206,12.4434,13.1152,-0.332832,-0.0815688
2.68,4.97007,8.25627,-0.63298,0.593175,7.18602,14.8323,0.193921,0.559231,11.189,6.3765,-0.800172,-0.108206,12.4417,13.1148,-0.332832,-0.0815687
2.685,4.9669,8.25924,-0.63298,0.593175,7.18699,14.8351,0.193922,0.55923,11.185,6.37596,-0.800172,-0.108205,12.4401,13.1144,-0.332833,-0.0815687
2.69,4.96374,8.2622,-0.63298,0.593175,7.18796,14.8379,0.193923,0.55923,11.181,6.37542,-0.800172,-0.108205,12.4384,13.114,-0.332834,-0.0815686
2.695,4.96057,8.26517,-0.632979,0.593175,7.18893,14.8407,0.193924,0.55923,11.177,6.37488,-0.800173,-0.108205,12.4368,13.1136,-0.332835,-0.0815686
2.7,4.95741,8.26814,-0.632979,0.593175,7.1899,14.8435,0.193924,0.559229,11.173,6.37433,-0.800173,-0.108205,12.4351,13.1132,-0.332835,-0.0815685
2.705,4.95424,8.2711,-0.632979,0.593175,7.19087,14.8463,0.193925,0.559229,11.169,6.37379,-0.800173,-0.108204,12.4334,13.1127,-0.332836,-0.0815684
2.71,4.95108,8.27407,-0.632978,0.593175,7.19184,14.8491,0.193926,0.559228,11.165,6.37325,-0.800173,-0.108204,12.4318,13.1123,-0.332837,-0.0815684
2.715,4.94791,8.27703,-0.632978,0.593176,7.19281,14.8519,0.193926,0.559228,11.161,6.37271,-0.800173,-0.108204,12.4301,13.1119,-0.332838,-0.0815683
2.72,4.94475,8.28,-0.632978,0.593176,7.19378,14.8547,0.193927,0.559227,11.157,6.37217,-0.800174,-0.108204,12.4284,13.1115,-0.332839,-0.0815683
2.725,4.94158,8.28297,-0.632978,0.593176,7.19475,14.8575,0.193928,0.559227,11.153,6.37163,-0.800174,-0.108203,12.4268,13.1111,-0.332839,-0.0815682
2.73,4.93842,8.28593,-0.632977,0.593176,7.19572,14.8603,0.193928,0.559227,11.149,6.37109,-0.800174,-0.108203,12.4251,13.1107,-0.33284,-0.0815681
