t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9,x10,y10,vx10,vy10,x11,y11,vx11,vy11,x12,y12,vx12,vy12,x13,y13,vx13,vy13,x14,y14,vx14,vy14,x15,y15,vx15,vy15,x16,y16,vx16,vy16,x17,y17,vx17,vy17,x18,y18,vx18,vy18,x19,y19,vx19,vy19,x20,y20,vx20,vy20,x21,y21,vx21,vy21,x22,y22,vx22,vy22,x23,y23,vx23,vy23,x24,y24,vx24,vy24,x25,y25,vx25,vy25,x26,y26,vx26,vy26,x27,y27,vx27,vy27,x28,y28,vx28,vy28,x29,y29,vx29,vy29,x30,y30,vx30,vy30,x31,y31,vx31,vy31,x32,y32,vx32,vy32,x33,y33,vx33,vy33,x34,y34,vx34,vy34,x35,y35,vx35,vy35
0.05,2.82551,2.88682,-0.632281,0.593916,2.86685,5.74226,0.194569,0.559425,2.81716,8.56601,-0.799149,-0.108365,2.84054,11.4245,-0.331716,-0.0814772,2.87225,14.25,0.302711,-0.714296,2.87936,17.0985,0.444875,-0.888004,5.66436,2.90102,-0.9985,0.877968,5.72603,5.76351,0.234926,0.984472,5.66499,8.58259,-0.985929,0.223326,5.71676,11.3809,0.0495721,-0.953956,5.66895,14.2757,-0.906791,-0.200314,5.68756,17.1902,-0.534514,0.946669,8.58327,2.81623,0.236873,-0.817927,8.61975,5.70253,0.966524,-0.235042,8.60742,8.5681,0.719955,-0.0664794,8.56648,11.4466,-0.0989877,0.360687,8.61565,14.237,0.884494,-0.973596,8.55997,17.1492,-0.229129,0.125752,11.4017,2.80876,-0.53823,-0.9672,11.4469,5.68839,0.366518,-0.517942,11.4619,8.58243,0.666374,0.220064,11.4177,11.3959,-0.217874,-0.653301,11.4541,14.2539,0.510717,-0.635567,11.3994,17.1354,-0.584185,-0.150539,14.2388,2.86393,-0.937448,0.13625,14.2807,5.74852,-0.100569,0.684646,14.3284,8.56094,0.853369,-0.209764,14.2684,11.4513,-0.346914,0.454578,14.2878,14.2928,0.0416469,0.140813,14.3202,17.189,0.689166,0.921489,17.1468,2.8819,0.0786077,0.495481,17.1894,5.72296,0.929664,0.173501,17.1204,8.58213,-0.448941,0.214097,17.1094,11.4082,-0.67036,-0.407453,17.1352,14.2373,-0.154091,-0.968794,17.1222,17.1323,-0.413906,-0.211024
0.055,2.82235,2.88979,-0.632193,0.593999,2.86782,5.74505,0.194655,0.559434,2.81317,8.56547,-0.799057,-0.108371,2.83888,11.4241,-0.331631,-0.0814718,2.87377,14.2464,0.302811,-0.714301,2.88159,17.094,0.444969,-0.888086,5.65937,2.90541,-0.998513,0.878053,5.72721,5.76843,0.234917,0.984481,5.66006,8.58371,-0.985943,0.22333,5.71701,11.3761,0.0495754,-0.953973,5.66442,14.2747,-0.906818,-0.20032,5.68489,17.1949,-0.534527,0.946589,8.58445,2.81214,0.236894,-0.817843,8.62459,5.70136,0.966537,-0.235036,8.61102,8.56777,0.71997,-0.0664806,8.56598,11.4484,-0.0989848,0.360703,8.62007,14.2322,0.884512,-0.973622,8.55883,17.1498,-0.229122,0.125675,11.399,2.80393,-0.538234,-0.967114,11.4487,5.6858,0.366516,-0.517942,11.4652,8.58353,0.666371,0.220079,11.4166,11.3926,-0.217873,-0.653308,11.4567,14.2508,0.510716,-0.635574,11.3964,17.1346,-0.584199,-0.150621,14.2342,2.86462,-0.937462,0.136331,14.2802,5.75194,-0.100583,0.684661,14.3326,8.55989,0.853381,-0.209778,14.2666,11.4536,-0.346911,0.454586,14.288,14.2935,0.0416436,0.140799,14.3236,17.1936,0.689187,0.921406,17.1472,2.88437,0.0785356,0.495567,17.194,5.72383,0.929583,0.1735,17.1182,8.5832,-0.449042,0.214104,17.106,11.4062,-0.670451,-0.407454,17.1344,14.2324,-0.154182,-0.968806,17.1201,17.1313,-0.414,-0.211098
0.06,2.81919,2.89276,-0.632106,0.594082,2.8688,5.74785,0.19474,0.559442,2.80917,8.56493,-0.798964,-0.108379,2.83722,11.4237,-0.331546,-0.0814657,2.87528,14.2429,0.302912,-0.714306,2.88381,17.0896,0.445063,-0.888168,5.65438,2.9098,-0.998528,0.878137,5.72838,5.77335,0.234907,0.984491,5.65513,8.58483,-0.985958,0.223335,5.71726,11.3713,0.0495787,-0.953991,5.65988,14.2737,-0.906848,-0.200327,5.68222,17.1997,-0.534542,0.946509,8.58564,2.80805,0.236917,-0.81776,8.62942,5.70018,0.966551,-0.23503,8.61462,8.56744,0.719986,-0.066482,8.56549,11.4502,-0.0989816,0.36072,8.6245,14.2273,0.884532,-0.97365,8.55768,17.1504,-0.229113,0.1256,11.3963,2.79909,-0.538238,-0.967029,11.4506,5.68321,0.366514,-0.517942,11.4686,8.58463,0.666367,0.220095,11.4155,11.3894,-0.217872,-0.653315,11.4592,14.2476,0.510714,-0.635581,11.3935,17.1338,-0.584214,-0.150702,14.2295,2.8653,-0.937478,0.136412,14.2797,5.75536,-0.100599,0.684677,14.3369,8.55884,0.853395,-0.209793,14.2649,11.4558,-0.346909,0.454594,14.2882,14.2942,0.0416401,0.140784,14.3271,17.1982,0.689211,0.921323,17.1476,2.88685,0.0784644,0.495653,17.1987,5.7247,0.929502,0.173498,17.1159,8.58427,-0.449145,0.21411,17.1027,11.4041,-0.670541,-0.407454,17.1336,14.2276,-0.154273,-0.96882,17.118,17.1302,-0.414096,-0.211171
0.065,2.81603,2.89573,-0.632017,0.594166,2.86977,5.75065,0.194826,0.559452,2.80518,8.56439,-0.798871,-0.108387,2.83556,11.4233,-0.331461,-0.0814592,2.8768,14.2393,0.303014,-0.714312,2.88604,17.0852,0.445158,-0.88825,5.64938,2.91419,-0.998543,0.878221,5.72956,5.77828,0.234896,0.984501,5.6502,8.58594,-0.985973,0.22334,5.71751,11.3666,0.0495823,-0.954012,5.65535,14.2727,-0.90688,-0.200333,5.67954,17.2044,-0.534557,0.94643,8.58682,2.80396,0.236942,-0.817677,8.63425,5.69901,0.966566,-0.235024,8.61822,8.56711,0.720004,-0.0664834,8.56499,11.452,-0.0989781,0.360739,8.62892,14.2224,0.884553,-0.97368,8.55653,17.151,-0.229104,0.125525,11.3936,2.79426,-0.538243,-0.966944,11.4524,5.68062,0.366512,-0.517942,11.4719,8.58573,0.666363,0.220113,11.4144,11.3861,-0.217871,-0.653323,11.4618,14.2444,0.510713,-0.635589,11.3906,17.1331,-0.58423,-0.150783,14.2248,2.86598,-0.937494,0.136493,14.2792,5.75879,-0.100616,0.684694,14.3412,8.5578,0.853411,-0.209809,14.2632,11.4581,-0.346906,0.454602,14.2884,14.2949,0.0416364,0.140767,14.3305,17.2028,0.689237,0.921241,17.148,2.88933,0.0783941,0.495739,17.2033,5.72556,0.929422,0.173496,17.1137,8.58534,-0.449248,0.214118,17.0993,11.4021,-0.670633,-0.407454,17.1329,14.2227,-0.154365,-0.968835,17.116,17.1292,-0.414193,-0.211244
0.07,2.81287,2.8987,-0.631929,0.594249,2.87074,5.75344,0.194911,0.559462,2.80118,8.56384,-0.798778,-0.108395,2.8339,11.4229,-0.331377,-0.081452,2.87831,14.2357,0.303118,-0.714318,2.88827,17.0807,0.445255,-0.888332,5.64439,2.91858,-0.99856,0.878304,5.73073,5.7832,0.234884,0.984513,5.64527,8.58706,-0.98599,0.223346,5.71776,11.3618,0.0495859,-0.954034,5.65081,14.2717,-0.906915,-0.20034,5.67687,17.2091,-0.534574,0.946351,8.58801,2.79987,0.236969,-0.817595,8.63908,5.69783,0.966583,-0.235017,8.62182,8.56678,0.720022,-0.066485,8.5645,11.4538,-0.0989743,0.36076,8.63334,14.2176,0.884576,-0.973712,8.55539,17.1517,-0.229094,0.125452,11.3909,2.78942,-0.538248,-0.96686,11.4542,5.67803,0.366509,-0.517942,11.4752,8.58683,0.666359,0.220132,11.4133,11.3828,-0.217869,-0.653332,11.4643,14.2412,0.510712,-0.635597,11.3877,17.1323,-0.584248,-0.150863,14.2201,2.86666,-0.937512,0.136572,14.2787,5.76221,-0.100634,0.684713,14.3454,8.55675,0.853428,-0.209827,14.2614,11.4604,-0.346902,0.454611,14.2886,14.2956,0.0416324,0.140749,14.334,17.2074,0.689265,0.921159,17.1484,2.89181,0.0783248,0.495825,17.208,5.72643,0.929342,0.173494,17.1115,8.58641,-0.449354,0.214126,17.096,11.4,-0.670724,-0.407454,17.1321,14.2179,-0.154457,-0.968851,17.1139,17.1281,-0.414291,-0.211316
0.075,2.80971,2.90167,-0.63184,0.594332,2.87172,5.75624,0.194995,0.559473,2.79719,8.5633,-0.798684,-0.108404,2.83225,11.4225,-0.331293,-0.0814443,2.87983,14.2321,0.303223,-0.714325,2.89049,17.0763,0.445352,-0.888414,5.6394,2.92297,-0.998578,0.878388,5.73191,5.78812,0.234871,0.984525,5.64034,8.58818,-0.986008,0.223352,5.718,11.357,0.0495897,-0.954058,5.64628,14.2707,-0.906953,-0.200348,5.6742,17.2139,-0.534593,0.946273,8.58919,2.79578,0.236998,-0.817513,8.64392,5.69666,0.966601,-0.23501,8.62542,8.56644,0.720042,-0.0664867,8.564,11.4556,-0.0989702,0.360782,8.63776,14.2127,0.8846,-0.973747,8.55424,17.1523,-0.229083,0.125379,11.3882,2.78459,-0.538254,-0.966775,11.4561,5.67544,0.366507,-0.517942,11.4785,8.58793,0.666355,0.220153,11.4122,11.3796,-0.217868,-0.653341,11.4669,14.238,0.51071,-0.635606,11.3848,17.1316,-0.584267,-0.150943,14.2154,2.86735,-0.937531,0.136651,14.2782,5.76563,-0.100653,0.684733,14.3497,8.5557,0.853447,-0.209846,14.2597,11.4627,-0.346899,0.454621,14.2888,14.2963,0.0416282,0.14073,14.3374,17.212,0.689295,0.921077,17.1488,2.89429,0.0782564,0.495911,17.2126,5.7273,0.929263,0.173491,17.1092,8.58749,-0.44946,0.214134,17.0926,11.398,-0.670816,-0.407454,17.1313,14.2131,-0.154549,-0.968869,17.1118,17.127,-0.41439,-0.211387
0.08,2.80655,2.90464,-0.63175,0.594416,2.87269,5.75904,0.19508,0.559485,2.7932,8.56276,-0.79859,-0.108414,2.83059,11.4221,-0.331209,-0.0814359,2.88135,14.2286,0.303329,-0.714332,2.89272,17.0718,0.445451,-0.888496,5.63441,2.92737,-0.998597,0.878471,5.73308,5.79304,0.234857,0.984538,5.63541,8.58929,-0.986028,0.223359,5.71825,11.3523,0.0495936,-0.954084,5.64174,14.2697,-0.906993,-0.200356,5.67153,17.2186,-0.534613,0.946195,8.59038,2.79169,0.237029,-0.817431,8.64875,5.69548,0.96662,-0.235003,8.62902,8.56611,0.720063,-0.0664885,8.56351,11.4574,-0.0989657,0.360807,8.64219,14.2078,0.884626,-0.973785,8.5531,17.1529,-0.229072,0.125308,11.3855,2.77975,-0.53826,-0.966691,11.4579,5.67285,0.366504,-0.517942,11.4819,8.58903,0.66635,0.220175,11.4111,11.3763,-0.217866,-0.653351,11.4694,14.2349,0.510709,-0.635615,11.3818,17.1308,-0.584287,-0.151022,14.2107,2.86803,-0.937552,0.13673,14.2777,5.76906,-0.100673,0.684755,14.354,8.55465,0.853467,-0.209867,14.258,11.4649,-0.346894,0.454632,14.289,14.297,0.0416237,0.14071,14.3408,17.2166,0.689327,0.920996,17.1492,2.89677,0.078189,0.495998,17.2172,5.72817,0.929185,0.173488,17.107,8.58856,-0.449568,0.214143,17.0892,11.396,-0.670908,-0.407454,17.1305,14.2082,-0.154641,-0.968887,17.1098,17.126,-0.414491,-0.211457
0.085,2.80339,2.90762,-0.63166,0.594499,2.87367,5.76184,0.195164,0.559498,2.7892,8.56222,-0.798495,-0.108425,2.82894,11.4216,-0.331125,-0.081427,2.88286,14.225,0.303437,-0.71434,2.89495,17.0674,0.44555,-0.888578,5.62941,2.93176,-0.998618,0.878553,5.73425,5.79797,0.234842,0.984552,5.63048,8.59041,-0.986048,0.223367,5.7185,11.3475,0.0495976,-0.954111,5.63721,14.2687,-0.907035,-0.200364,5.66885,17.2233,-0.534634,0.946118,8.59156,2.78761,0.237062,-0.81735,8.65358,5.69431,0.96664,-0.234995,8.63262,8.56578,0.720085,-0.0664905,8.56301,11.4592,-0.0989609,0.360832,8.64661,14.203,0.884652,-0.973825,8.55195,17.1536,-0.22906,0.125237,11.3828,2.77492,-0.538266,-0.966607,11.4597,5.67026,0.366501,-0.517942,11.4852,8.59013,0.666345,0.220198,11.4101,11.373,-0.217864,-0.653361,11.472,14.2317,0.510707,-0.635625,11.3789,17.1301,-0.584308,-0.1511,14.206,2.86871,-0.937573,0.136808,14.2772,5.77248,-0.100694,0.684777,14.3583,8.5536,0.853489,-0.209889,14.2562,11.4672,-0.34689,0.454643,14.2893,14.2977,0.0416189,0.140689,14.3443,17.2212,0.689362,0.920916,17.1495,2.89925,0.0781224,0.496085,17.2219,5.72903,0.929107,0.173485,17.1047,8.58963,-0.449678,0.214153,17.0859,11.3939,-0.671,-0.407454,17.1298,14.2034,-0.154734,-0.968906,17.1077,17.1249,-0.414593,-0.211526
0.09,2.80023,2.91059,-0.63157,0.594582,2.87465,5.76463,0.195248,0.559511,2.78521,8.56168,-0.7984,-0.108436,2.82728,11.4212,-0.331042,-0.0814175,2.88438,14.2214,0.303546,-0.714348,2.89717,17.0629,0.445651,-0.88866,5.62442,2.93615,-0.99864,0.878636,5.73543,5.80289,0.234827,0.984567,5.62555,8.59153,-0.986069,0.223374,5.71875,11.3427,0.0496017,-0.95414,5.63267,14.2677,-0.907081,-0.200372,5.66618,17.2281,-0.534656,0.946041,8.59275,2.78352,0.237096,-0.81727,8.65842,5.69313,0.966662,-0.234987,8.63622,8.56545,0.720108,-0.0664925,8.56252,11.461,-0.0989557,0.36086,8.65103,14.1981,0.88468,-0.973867,8.55081,17.1542,-0.229047,0.125167,11.3801,2.77009,-0.538273,-0.966523,11.4616,5.66767,0.366498,-0.517942,11.4885,8.59123,0.666339,0.220223,11.409,11.3698,-0.217862,-0.653373,11.4745,14.2285,0.510706,-0.635635,11.376,17.1293,-0.58433,-0.151178,14.2013,2.8694,-0.937596,0.136885,14.2767,5.7759,-0.100717,0.684802,14.3625,8.55255,0.853512,-0.209912,14.2545,11.4695,-0.346885,0.454655,14.2895,14.2984,0.0416139,0.140666,14.3477,17.2258,0.689398,0.920835,17.1499,2.90173,0.0780567,0.496173,17.2265,5.7299,0.929029,0.173482,17.1025,8.5907,-0.449789,0.214164,17.0825,11.3919,-0.671092,-0.407454,17.129,14.1985,-0.154827,-0.968927,17.1056,17.1239,-0.414696,-0.211594
0.095,2.79707,2.91356,-0.631479,0.594666,2.87562,5.76743,0.195332,0.559525,2.78122,8.56113,-0.798304,-0.108448,2.82563,11.4208,-0.330959,-0.0814074,2.8859,14.2179,0.303656,-0.714356,2.8994,17.0585,0.445752,-0.888741,5.61943,2.94055,-0.998663,0.878718,5.7366,5.80781,0.23481,0.984583,5.62062,8.59265,-0.986091,0.223383,5.719,11.3379,0.0496058,-0.954171,5.62814,14.2667,-0.907129,-0.200381,5.66351,17.2328,-0.53468,0.945964,8.59393,2.77944,0.237133,-0.81719,8.66325,5.69196,0.966684,-0.234978,8.63983,8.56511,0.720132,-0.0664947,8.56203,11.4628,-0.0989502,0.36089,8.65546,14.1932,0.88471,-0.973912,8.54966,17.1548,-0.229033,0.125099,11.3774,2.76525,-0.538281,-0.96644,11.4634,5.66508,0.366494,-0.517942,11.4919,8.59234,0.666334,0.220249,11.4079,11.3665,-0.21786,-0.653385,11.4771,14.2253,0.510704,-0.635646,11.3731,17.1286,-0.584354,-0.151256,14.1967,2.87008,-0.937619,0.136962,14.2762,5.77933,-0.10074,0.684827,14.3668,8.5515,0.853537,-0.209936,14.2528,11.4718,-0.34688,0.454668,14.2897,14.2991,0.0416087,0.140642,14.3512,17.2304,0.689437,0.920755,17.1503,2.90421,0.0779919,0.49626,17.2312,5.73077,0.928952,0.173478,17.1002,8.59177,-0.449902,0.214175,17.0792,11.3899,-0.671185,-0.407454,17.1282,14.1937,-0.15492,-0.968948,17.1035,17.1228,-0.4148,-0.211662
0.1,2.79392,2.91653,-0.631387,0.594749,2.8766,5.77023,0.195416,0.55954,2.77723,8.56059,-0.798208,-0.10846,2.82397,11.4204,-0.330876,-0.0813966,2.88742,14.2143,0.303768,-0.714365,2.90163,17.0541,0.445855,-0.888823,5.61443,2.94494,-0.998687,0.8788,5.73778,5.81273,0.234792,0.984599,5.61569,8.59376,-0.986113,0.223392,5.71924,11.3332,0.0496101,-0.954204,5.6236,14.2657,-0.90718,-0.20039,5.66083,17.2375,-0.534706,0.945888,8.59512,2.77535,0.237171,-0.81711,8.66808,5.69078,0.966709,-0.23497,8.64343,8.56478,0.720157,-0.066497,8.56153,11.4646,-0.0989443,0.360921,8.65988,14.1884,0.884741,-0.973959,8.54852,17.1554,-0.229019,0.125031,11.3747,2.76042,-0.538289,-0.966356,11.4652,5.66249,0.366491,-0.517942,11.4952,8.59344,0.666327,0.220277,11.4068,11.3632,-0.217858,-0.653398,11.4796,14.2222,0.510702,-0.635657,11.3702,17.1278,-0.584379,-0.151333,14.192,2.87077,-0.937644,0.137039,14.2757,5.78275,-0.100765,0.684854,14.3711,8.55045,0.853564,-0.209962,14.251,11.474,-0.346875,0.454681,14.2899,14.2998,0.0416031,0.140617,14.3546,17.235,0.689478,0.920676,17.1507,2.90669,0.0779281,0.496348,17.2358,5.73164,0.928875,0.173474,17.098,8.59284,-0.450016,0.214187,17.0758,11.3878,-0.671277,-0.407454,17.1274,14.1888,-0.155013,-0.968971,17.1015,17.1218,-0.414906,-0.211729
0.105,2.79076,2.91951,-0.631296,0.594832,2.87758,5.77303,0.195499,0.559555,2.77324,8.56005,-0.798111,-0.108474,2.82232,11.42,-0.330793,-0.0813853,2.88894,14.2107,0.303881,-0.714374,2.90386,17.0496,0.445959,-0.888904,5.60944,2.94933,-0.998712,0.878881,5.73895,5.81766,0.234773,0.984617,5.61076,8.59488,-0.986137,0.223402,5.71949,11.3284,0.0496144,-0.954239,5.61907,14.2647,-0.907233,-0.2004,5.65816,17.2423,-0.534732,0.945813,8.59631,2.77126,0.237212,-0.817031,8.67292,5.68961,0.966734,-0.234961,8.64703,8.56445,0.720183,-0.0664994,8.56104,11.4664,-0.098938,0.360954,8.6643,14.1835,0.884772,-0.974009,8.54737,17.1561,-0.229004,0.124964,11.3721,2.75559,-0.538297,-0.966273,11.4671,5.6599,0.366487,-0.517942,11.4985,8.59454,0.666321,0.220306,11.4057,11.36,-0.217855,-0.653411,11.4822,14.219,0.5107,-0.635669,11.3672,17.127,-0.584405,-0.151409,14.1873,2.87145,-0.93767,0.137114,14.2752,5.78618,-0.10079,0.684882,14.3753,8.5494,0.853593,-0.209989,14.2493,11.4763,-0.346869,0.454695,14.2901,14.3005,0.0415973,0.140591,14.3581,17.2396,0.689521,0.920596,17.1511,2.90917,0.077865,0.496436,17.2405,5.7325,0.928799,0.17347,17.0957,8.59391,-0.450132,0.214199,17.0725,11.3858,-0.671371,-0.407455,17.1267,14.184,-0.155107,-0.968995,17.0994,17.1207,-0.415013,-0.211795
0.11,2.7876,2.92248,-0.631203,0.594916,2.87855,5.77582,0.195582,0.559572,2.76925,8.55951,-0.798014,-0.108488,2.82066,11.4196,-0.330711,-0.0813733,2.89045,14.2071,0.303996,-0.714384,2.90609,17.0452,0.446064,-0.888985,5.60445,2.95373,-0.998738,0.878963,5.74012,5.82258,0.234754,0.984635,5.60583,8.596,-0.986162,0.223412,5.71974,11.3236,0.0496188,-0.954275,5.61453,14.2637,-0.907289,-0.200409,5.65548,17.247,-0.53476,0.945737,8.59749,2.76718,0.237254,-0.816952,8.67775,5.68843,0.96676,-0.234951,8.65063,8.56412,0.720211,-0.066502,8.56054,11.4683,-0.0989314,0.360989,8.66873,14.1786,0.884806,-0.974062,8.54623,17.1567,-0.228988,0.124898,11.3694,2.75076,-0.538306,-0.96619,11.4689,5.65731,0.366482,-0.517942,11.5019,8.59564,0.666314,0.220337,11.4046,11.3567,-0.217852,-0.653426,11.4847,14.2158,0.510699,-0.635681,11.3643,17.1263,-0.584432,-0.151485,14.1826,2.87214,-0.937697,0.137189,14.2746,5.7896,-0.100817,0.684912,14.3796,8.54835,0.853623,-0.210018,14.2476,11.4786,-0.346863,0.45471,14.2903,14.3012,0.0415912,0.140564,14.3615,17.2442,0.689567,0.920517,17.1515,2.91166,0.0778029,0.496525,17.2451,5.73337,0.928723,0.173465,17.0935,8.59498,-0.45025,0.214212,17.0691,11.3838,-0.671464,-0.407455,17.1259,14.1791,-0.155201,-0.969019,17.0973,17.1196,-0.415122,-0.21186
0.115,2.78445,2.92546,-0.631111,0.594999,2.87953,5.77862,0.195665,0.559589,2.76526,8.55896,-0.797917,-0.108502,2.81901,11.4192,-0.330628,-0.0813607,2.89198,14.2036,0.304112,-0.714394,2.90832,17.0407,0.44617,-0.889066,5.59945,2.95812,-0.998766,0.879044,5.7413,5.8275,0.234733,0.984654,5.6009,8.59711,-0.986187,0.223423,5.71999,11.3189,0.0496233,-0.954313,5.60999,14.2627,-0.907348,-0.200419,5.65281,17.2517,-0.53479,0.945662,8.59868,2.76309,0.237298,-0.816874,8.68258,5.68726,0.966788,-0.234941,8.65423,8.56378,0.720239,-0.0665046,8.56005,11.4701,-0.0989244,0.361026,8.67315,14.1737,0.88484,-0.974117,8.54508,17.1573,-0.228972,0.124833,11.3667,2.74593,-0.538316,-0.966107,11.4707,5.65472,0.366478,-0.517942,11.5052,8.59674,0.666307,0.220369,11.4035,11.3534,-0.21785,-0.653441,11.4873,14.2126,0.510697,-0.635693,11.3614,17.1255,-0.58446,-0.15156,14.1779,2.87282,-0.937725,0.137264,14.2741,5.79303,-0.100844,0.684943,14.3839,8.5473,0.853655,-0.210048,14.2458,11.4809,-0.346856,0.454725,14.2905,14.3019,0.0415848,0.140535,14.365,17.2488,0.689614,0.920439,17.1519,2.91414,0.0777415,0.496613,17.2498,5.73424,0.928648,0.17346,17.0912,8.59605,-0.450369,0.214226,17.0657,11.3817,-0.671557,-0.407455,17.1251,14.1743,-0.155295,-0.969045,17.0952,17.1186,-0.415231,-0.211924
0.12,2.78129,2.92843,-0.631018,0.595083,2.88051,5.78142,0.195747,0.559606,2.76127,8.55842,-0.797819,-0.108518,2.81736,11.4188,-0.330546,-0.0813474,2.8935,14.2,0.30423,-0.714404,2.91055,17.0363,0.446277,-0.889147,5.59446,2.96252,-0.998795,0.879125,5.74247,5.83243,0.234712,0.984674,5.59597,8.59823,-0.986213,0.223435,5.72024,11.3141,0.0496278,-0.954353,5.60546,14.2617,-0.907409,-0.20043,5.65014,17.2564,-0.53482,0.945588,8.59986,2.75901,0.237344,-0.816796,8.68742,5.68608,0.966817,-0.234931,8.65783,8.56345,0.720268,-0.0665074,8.55955,11.4719,-0.0989169,0.361065,8.67758,14.1689,0.884875,-0.974174,8.54394,17.1579,-0.228955,0.124768,11.364,2.7411,-0.538326,-0.966025,11.4726,5.65213,0.366473,-0.517942,11.5085,8.59784,0.6663,0.220403,11.4024,11.3502,-0.217847,-0.653457,11.4899,14.2094,0.510695,-0.635707,11.3585,17.1248,-0.584489,-0.151635,14.1732,2.87351,-0.937755,0.137338,14.2736,5.79645,-0.100873,0.684976,14.3881,8.54625,0.853689,-0.210079,14.2441,11.4831,-0.346849,0.454741,14.2907,14.3026,0.0415781,0.140505,14.3684,17.2534,0.689664,0.92036,17.1523,2.91662,0.0776811,0.496702,17.2544,5.7351,0.928573,0.173455,17.089,8.59712,-0.450491,0.214241,17.0624,11.3797,-0.671651,-0.407455,17.1243,14.1695,-0.15539,-0.969072,17.0932,17.1175,-0.415343,-0.211988
0.125,2.77814,2.93141,-0.630924,0.595166,2.88149,5.78422,0.19583,0.559625,2.75728,8.55788,-0.797721,-0.108534,2.8157,11.4184,-0.330465,-0.0813335,2.89502,14.1964,0.304349,-0.714415,2.91279,17.0318,0.446385,-0.889227,5.58946,2.96691,-0.998825,0.879205,5.74365,5.83735,0.234689,0.984695,5.59104,8.59935,-0.98624,0.223447,5.72048,11.3093,0.0496323,-0.954396,5.60092,14.2607,-0.907473,-0.20044,5.64746,17.2612,-0.534852,0.945514,8.60105,2.75493,0.237392,-0.816719,8.69225,5.68491,0.966848,-0.234921,8.66143,8.56312,0.720298,-0.0665103,8.55906,11.4737,-0.0989091,0.361106,8.682,14.164,0.884912,-0.974235,8.54279,17.1586,-0.228937,0.124705,11.3613,2.73627,-0.538336,-0.965942,11.4744,5.64954,0.366469,-0.517943,11.5119,8.59895,0.666292,0.220438,11.4013,11.3469,-0.217844,-0.653474,11.4924,14.2063,0.510693,-0.63572,11.3555,17.124,-0.584519,-0.151709,14.1685,2.8742,-0.937785,0.137411,14.2731,5.79988,-0.100902,0.68501,14.3924,8.5452,0.853725,-0.210112,14.2424,11.4854,-0.346842,0.454758,14.2909,14.3033,0.0415711,0.140474,14.3719,17.258,0.689715,0.920282,17.1527,2.91911,0.0776215,0.496791,17.259,5.73597,0.928499,0.173449,17.0867,8.59819,-0.450614,0.214256,17.059,11.3776,-0.671745,-0.407456,17.1236,14.1646,-0.155485,-0.9691,17.0911,17.1165,-0.415455,-0.21205
0.13,2.77498,2.93438,-0.63083,0.59525,2.88247,5.78702,0.195912,0.559645,2.75329,8.55734,-0.797622,-0.10855,2.81405,11.418,-0.330383,-0.081319,2.89654,14.1929,0.30447,-0.714426,2.91502,17.0274,0.446494,-0.889308,5.58447,2.97131,-0.998856,0.879285,5.74482,5.84227,0.234666,0.984717,5.58611,8.60046,-0.986267,0.22346,5.72073,11.3045,0.0496368,-0.95444,5.59638,14.2597,-0.90754,-0.200451,5.64479,17.2659,-0.534886,0.94544,8.60224,2.75084,0.237442,-0.816642,8.69709,5.68373,0.966879,-0.23491,8.66503,8.56279,0.720329,-0.0665133,8.55856,11.4755,-0.0989008,0.361149,8.68643,14.1591,0.88495,-0.974297,8.54165,17.1592,-0.228919,0.124642,11.3586,2.73144,-0.538347,-0.96586,11.4762,5.64695,0.366463,-0.517943,11.5152,8.60005,0.666284,0.220474,11.4002,11.3436,-0.21784,-0.653491,11.495,14.2031,0.510691,-0.635734,11.3526,17.1233,-0.58455,-0.151783,14.1638,2.87488,-0.937817,0.137484,14.2726,5.8033,-0.100932,0.685045,14.3967,8.54415,0.853762,-0.210146,14.2406,11.4877,-0.346835,0.454775,14.2911,14.304,0.0415638,0.140442,14.3753,17.2626,0.689769,0.920204,17.1531,2.92159,0.0775627,0.496881,17.2637,5.73684,0.928425,0.173443,17.0844,8.59927,-0.450739,0.214272,17.0557,11.3756,-0.671839,-0.407456,17.1228,14.1598,-0.15558,-0.969129,17.089,17.1154,-0.415569,-0.212112
